instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,truth_mean,truth_median,truth_mode,label
340,17,457,16,407,9,267,0,0.0,0,0.0,0,0.0,2,0.00437636761487965,1,0.0625,1,0.002457002457002457,0,0.0,5,0.012755102040816327,25,0.09363295880149813,0.13636363636363635,0.33333334,0.33333334,0.0,0
341,13,226,12,209,7,123,0,0.0,0,0.0,0,0.0,1,0.004424778761061947,2,0.16666666666666666,3,0.014354066985645933,0,0.0,3,0.014925373134328358,4,0.032520325203252036,-0.44999999999999996,0.4,0.33333334,0.33333334,0
342,13,2368,11,2138,6,1278,0,0.0,2,0.0008445945945945946,0,0.0,4,0.0016891891891891893,0,0.0,20,0.009354536950420954,0,0.0,2,0.0009671179883945841,12,0.009389671361502348,0.0,0.4,0.33333334,0.0,0
343,11,297,11,273,9,154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.018315018315018316,0,0.0,0,0.0,12,0.07792207792207792,0.1,0.53333336,0.6666667,0.6666667,1
344,10,1655,10,1422,8,853,0,0.0,3,0.0018126888217522659,0,0.0,5,0.0030211480362537764,1,0.1,29,0.020393811533052038,0,0.0,0,0.0,43,0.05041031652989449,0.0,0.6666667,0.6666667,0.6666667,1
345,18,392,17,338,15,192,0,0.0,0,0.0,0,0.0,0,0.0,1,0.058823529411764705,3,0.008875739644970414,0,0.0,2,0.005934718100890208,29,0.15104166666666666,0.04999999999999999,0.26666668,0.0,0.0,0
346,705,542,673,509,415,325,0,0.0,1,0.0018450184501845018,3,0.00425531914893617,0,0.0,11,0.01634472511144131,5,0.009823182711198428,3,0.004615384615384616,2,0.004008016032064128,72,0.22153846153846155,0.16776859504132233,0.53333336,0.6666667,0.6666667,1
347,13,632,12,555,11,338,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.021621621621621623,0,0.0,2,0.003669724770642202,7,0.020710059171597635,0.5,0.4,0.33333334,0.33333334,0
348,14,1034,13,929,10,562,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0032292787944025836,0,0.0,0,0.0,12,0.021352313167259787,0.5,0.06666667,0.0,0.0,0
349,9,466,9,404,8,265,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.009900990099009901,0,0.0,2,0.005,36,0.13584905660377358,0.0,0.06666667,0.0,0.0,0
350,4,157,3,126,3,85,0,0.0,2,0.012738853503184714,0,0.0,4,0.025477707006369428,0,0.0,2,0.015873015873015872,0,0.0,1,0.007518796992481203,0,0.0,0.0,0.26666668,0.0,0.0,0
351,14,941,14,851,12,499,0,0.0,0,0.0,0,0.0,1,0.0010626992561105207,0,0.0,1,0.0011750881316098707,0,0.0,0,0.0,58,0.11623246492985972,-0.18181818181818182,0.26666668,0.0,0.0,0
352,10,152,10,125,10,82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008,0,0.0,0,0.0,8,0.0975609756097561,0.0,0.06666667,0.0,0.0,0
353,11,1062,11,981,7,581,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.004077471967380225,0,0.0,0,0.0,65,0.11187607573149742,0.0,0.26666668,0.33333334,0.0,0
354,15,1217,15,1090,11,651,0,0.0,0,0.0,0,0.0,3,0.0024650780608052587,0,0.0,14,0.012844036697247707,0,0.0,0,0.0,28,0.043010752688172046,-0.3,0.33333334,0.33333334,0.0,0
355,16,336,14,289,14,170,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,5,0.01730103806228374,0,0.0,1,0.0035335689045936395,11,0.06470588235294118,-0.07777777777777779,1.0,1.0,1.0,1
356,327,222,309,201,221,119,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,11,0.03559870550161812,6,0.029850746268656716,0,0.0,0,0.0,17,0.14285714285714285,0.1327651515151515,0.2,0.0,0.0,0
357,16,965,16,860,11,513,0,0.0,1,0.0010362694300518134,0,0.0,7,0.007253886010362694,0,0.0,18,0.020930232558139535,0,0.0,0,0.0,55,0.10721247563352826,-0.2878787878787879,0.26666668,0.0,0.0,0
358,15,171,14,152,11,92,0,0.0,1,0.005847953216374269,0,0.0,2,0.011695906432748537,0,0.0,2,0.013157894736842105,0,0.0,0,0.0,6,0.06521739130434782,-0.2,0.2,0.0,0.0,0
359,10,0,8,0,6,0,0,0.0,0,0,1,0.1,0,0,1,0.125,0,0,0,0.0,0,0,0,0,0.2,0.6,0.6666667,0.6666667,1
360,10,298,10,268,10,160,0,0.0,0,0.0,0,0.0,1,0.003355704697986577,0,0.0,5,0.018656716417910446,0,0.0,0,0.0,0,0.0,0.2857142857142857,0.73333335,1.0,1.0,1
361,27,232,26,216,20,125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.128,-0.06666666666666667,0.2,0.0,0.0,0
362,8,77,8,70,7,46,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,2,0.02857142857142857,0,0.0,0,0.0,3,0.06521739130434782,0.0,0.13333334,0.0,0.0,0
363,9,94,9,85,8,51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.047058823529411764,0,0.0,0,0.0,5,0.09803921568627451,0.1,0.06666667,0.0,0.0,0
364,17,126,15,116,12,76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.017241379310344827,0,0.0,0,0.0,7,0.09210526315789473,0.0,0.73333335,0.6666667,1.0,1
365,15,625,15,544,9,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.011029411764705883,0,0.0,4,0.007434944237918215,28,0.08187134502923976,0.16666666666666666,0.73333335,1.0,1.0,1
366,321,292,304,263,218,166,1,0.003115264797507788,0,0.0,0,0.0,0,0.0,9,0.029605263157894735,0,0.0,0,0.0,1,0.003968253968253968,12,0.07228915662650602,0.13300505050505051,0.2,0.33333334,0.33333334,0
367,13,487,11,430,10,269,0,0.0,1,0.002053388090349076,0,0.0,2,0.004106776180698152,0,0.0,5,0.011627906976744186,0,0.0,0,0.0,17,0.06319702602230483,0.5,0.13333334,0.0,0.0,0
368,10,795,10,690,7,438,0,0.0,2,0.0025157232704402514,0,0.0,4,0.005031446540880503,0,0.0,7,0.010144927536231883,0,0.0,0,0.0,36,0.0821917808219178,0.0,0.26666668,0.0,0.0,0
369,16,241,12,209,10,128,0,0.0,0,0.0,1,0.0625,3,0.012448132780082987,0,0.0,4,0.019138755980861243,0,0.0,4,0.019704433497536946,11,0.0859375,0.0,0.73333335,1.0,1.0,1
370,15,172,13,148,12,101,0,0.0,1,0.005813953488372093,0,0.0,2,0.011627906976744186,1,0.07692307692307693,6,0.04054054054054054,0,0.0,0,0.0,11,0.10891089108910891,-0.4,0.0,0.0,0.0,0
371,13,697,12,648,11,386,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,10,0.015432098765432098,0,0.0,0,0.0,22,0.05699481865284974,0.0,0.4,0.33333334,0.33333334,0
372,6,2,5,2,5,2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.6,0.6666667,0.6666667,1
373,10,75,10,69,9,44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014492753623188406,0,0.0,0,0.0,5,0.11363636363636363,-0.3888888888888889,0.26666668,0.33333334,0.0,0
374,9,147,9,128,8,83,0,0.0,1,0.006802721088435374,0,0.0,2,0.013605442176870748,0,0.0,1,0.0078125,0,0.0,0,0.0,0,0.0,-0.59375,0.4,0.6666667,0.6666667,1
375,17,219,16,187,12,121,0,0.0,1,0.0045662100456621,0,0.0,1,0.0045662100456621,0,0.0,7,0.0374331550802139,0,0.0,0,0.0,16,0.1322314049586777,0.0,0.4,0.33333334,0.0,0
376,14,599,13,548,11,341,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.0364963503649635,0,0.0,0,0.0,13,0.03812316715542522,0.07878787878787878,0.2,0.33333334,0.33333334,0
377,10,817,9,717,8,484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.005578800557880056,0,0.0,1,0.0014064697609001407,58,0.11983471074380166,-0.06666666666666667,0.13333334,0.0,0.0,0
378,9,297,8,266,6,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.011278195488721804,0,0.0,1,0.0038022813688212928,7,0.044585987261146494,-0.05,0.0,0.0,0.0,0
379,14,182,14,160,9,105,0,0.0,1,0.005494505494505495,0,0.0,2,0.01098901098901099,0,0.0,3,0.01875,0,0.0,1,0.0064516129032258064,6,0.05714285714285714,0.10000000000000002,0.26666668,0.0,0.0,0
380,13,148,12,127,12,90,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,0,0.0,1,0.007874015748031496,0,0.0,3,0.025210084033613446,20,0.2222222222222222,0.25,0.6,0.6666667,1.0,1
381,10,621,9,530,5,355,0,0.0,3,0.004830917874396135,0,0.0,5,0.008051529790660225,0,0.0,21,0.03962264150943396,1,0.1111111111111111,2,0.0038314176245210726,20,0.056338028169014086,0.0,0.26666668,0.33333334,0.0,0
382,8,372,8,329,8,192,0,0.0,2,0.005376344086021506,0,0.0,2,0.005376344086021506,2,0.25,12,0.0364741641337386,0,0.0,2,0.006172839506172839,22,0.11458333333333333,0.0,0.13333334,0.0,0.0,0
383,4,169,4,153,4,92,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,1,0.006535947712418301,0,0.0,0.0,0.33333334,0.33333334,0.33333334,0
384,11,59,10,56,6,34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.029411764705882353,0.0,0.26666668,0.33333334,0.0,0
385,346,1154,328,1031,239,635,1,0.002890173410404624,0,0.0,0,0.0,1,0.0008665511265164644,11,0.03353658536585366,20,0.019398642095053348,0,0.0,0,0.0,58,0.09133858267716535,0.11847943722943723,0.6,0.6666667,0.6666667,1
386,16,236,15,208,10,125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004807692307692308,0,0.0,0,0.0,24,0.192,0.0,0.2,0.33333334,0.33333334,0
387,7,94,7,86,6,55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.011627906976744186,0,0.0,0,0.0,5,0.09090909090909091,0.1,0.06666667,0.0,0.0,0
388,14,386,14,354,13,221,0,0.0,0,0.0,0,0.0,0,0.0,3,0.21428571428571427,7,0.01977401129943503,0,0.0,2,0.005698005698005698,25,0.11312217194570136,0.0,0.53333336,0.6666667,0.6666667,1
389,14,556,12,503,10,301,0,0.0,0,0.0,0,0.0,1,0.0017985611510791368,0,0.0,4,0.007952286282306162,0,0.0,0,0.0,25,0.08305647840531562,0.0,0.2,0.0,0.0,0
390,20,2106,16,1850,15,1105,0,0.0,0,0.0,0,0.0,7,0.0033238366571699905,1,0.0625,39,0.02108108108108108,0,0.0,0,0.0,18,0.016289592760180997,0.25,0.33333334,0.33333334,0.0,0
391,8,1009,8,891,7,531,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.006734006734006734,0,0.0,5,0.0057670126874279125,69,0.12994350282485875,0.0,0.2,0.33333334,0.33333334,0
392,12,1162,10,1046,8,624,0,0.0,9,0.00774526678141136,0,0.0,5,0.004302925989672977,0,0.0,16,0.015296367112810707,0,0.0,5,0.004965243296921549,44,0.07051282051282051,0.0,0.2,0.0,0.0,0
393,14,77,12,72,12,39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.013888888888888888,0,0.0,0,0.0,0,0.0,0.07777777777777779,0.73333335,0.6666667,1.0,1
394,14,269,14,231,10,145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.017316017316017316,0,0.0,1,0.0043859649122807015,2,0.013793103448275862,0.0,0.26666668,0.33333334,0.0,0
395,31,743,30,660,14,396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0015151515151515152,0,0.0,2,0.0030581039755351682,21,0.05303030303030303,0.2,0.2,0.33333334,0.33333334,0
396,14,880,14,794,12,481,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,12,0.015113350125944584,0,0.0,14,0.018300653594771243,59,0.12266112266112267,0.06818181818181818,0.26666668,0.33333334,0.0,0
397,22,926,22,848,15,485,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.00589622641509434,0,0.0,4,0.004801920768307323,49,0.10103092783505155,0.0,0.33333334,0.33333334,0.0,0
398,9,831,8,729,7,417,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.010973936899862825,0,0.0,3,0.004160887656033287,16,0.03836930455635491,-0.2,0.46666667,0.33333334,0.33333334,0
399,16,812,15,677,10,455,0,0.0,2,0.0024630541871921183,0,0.0,1,0.0012315270935960591,0,0.0,13,0.019202363367799114,0,0.0,1,0.0015037593984962407,27,0.05934065934065934,0.39999999999999997,0.0,0.0,0.0,0
400,22,698,19,625,18,393,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0048,0,0.0,0,0.0,46,0.11704834605597965,0.3166666666666667,0.8,1.0,1.0,1
401,10,324,9,283,9,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.02120141342756184,0,0.0,1,0.0035971223021582736,5,0.03184713375796178,0.0,0.53333336,0.6666667,0.6666667,1
402,9,1066,8,932,7,554,0,0.0,0,0.0,1,0.1111111111111111,2,0.001876172607879925,0,0.0,7,0.0075107296137339056,0,0.0,10,0.011061946902654867,37,0.06678700361010831,-0.4,0.4,0.6666667,0.6666667,1
403,13,1495,12,1219,11,773,0,0.0,1,0.0006688963210702341,0,0.0,1,0.0006688963210702341,0,0.0,40,0.03281378178835111,0,0.0,21,0.018699910952804988,20,0.0258732212160414,0.13333333333333333,0.4,0.33333334,0.33333334,0
404,9,752,9,662,6,419,0,0.0,3,0.003989361702127659,0,0.0,1,0.0013297872340425532,0,0.0,8,0.012084592145015106,0,0.0,0,0.0,21,0.050119331742243436,-0.2866666666666667,0.93333334,1.0,1.0,1
405,12,563,10,516,8,338,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.013565891472868217,0,0.0,5,0.009940357852882704,34,0.10059171597633136,0.5,0.33333334,0.33333334,0.33333334,0
406,7,678,6,587,5,408,0,0.0,0,0.0,0,0.0,4,0.0058997050147492625,0,0.0,3,0.005110732538330494,0,0.0,3,0.0053475935828877,19,0.04656862745098039,1.0,0.8,1.0,1.0,1
407,12,519,12,472,10,306,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.00847457627118644,0,0.0,2,0.0042643923240938165,17,0.05555555555555555,0.13636363636363635,0.06666667,0.0,0.0,0
408,4,0,3,0,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.26666668,0.0,0.0,0
409,18,676,18,588,13,361,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.011904761904761904,0,0.0,2,0.0034602076124567475,38,0.10526315789473684,0.0,0.46666667,0.33333334,0.33333334,0
410,13,68,12,66,8,38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.015151515151515152,0,0.0,2,0.03225806451612903,5,0.13157894736842105,0.7,0.73333335,1.0,1.0,1
411,13,817,12,759,10,448,0,0.0,0,0.0,0,0.0,1,0.0012239902080783353,1,0.08333333333333333,12,0.015810276679841896,0,0.0,4,0.005547850208044383,32,0.07142857142857142,0.0,0.2,0.33333334,0.33333334,0
412,7,344,7,307,4,196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.009771986970684038,0,0.0,2,0.006896551724137931,2,0.01020408163265306,0.0,0.8,1.0,1.0,1
413,4,91,4,84,4,63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.12698412698412698,0.03333333333333333,0.33333334,0.0,0.0,0
414,18,1182,16,1048,7,621,0,0.0,2,0.001692047377326565,1,0.05555555555555555,6,0.005076142131979695,0,0.0,25,0.02385496183206107,0,0.0,0,0.0,37,0.05958132045088567,0.0,0.8666667,1.0,1.0,1
415,6,2,5,2,5,2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.33333334,0.33333334,0.33333334,0
416,13,347,11,294,8,189,0,0.0,2,0.005763688760806916,0,0.0,2,0.005763688760806916,0,0.0,5,0.017006802721088437,0,0.0,1,0.003367003367003367,13,0.06878306878306878,0.0,0.6666667,0.6666667,0.6666667,1
417,10,14,10,12,8,10,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.08333333333333333,0,0.0,0,0.0,1,0.1,0.2,0.26666668,0.33333334,0.0,0
418,14,0,13,0,10,0,0,0.0,0,0,0,0.0,0,0,1,0.07692307692307693,0,0,0,0.0,0,0,0,0,0.19,0.33333334,0.33333334,0.0,0
419,7,126,7,115,4,69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008695652173913044,0,0.0,0,0.0,6,0.08695652173913043,0.0,0.2,0.0,0.0,0
420,33,568,30,490,20,284,0,0.0,0,0.0,0,0.0,1,0.0017605633802816902,1,0.03333333333333333,13,0.026530612244897958,0,0.0,2,0.004056795131845842,28,0.09859154929577464,0.10952380952380954,0.6666667,0.6666667,1.0,1
421,12,862,12,798,10,451,0,0.0,0,0.0,0,0.0,2,0.002320185614849188,0,0.0,7,0.008771929824561403,0,0.0,0,0.0,12,0.026607538802660754,-0.2,0.06666667,0.0,0.0,0
422,13,1039,13,961,10,538,0,0.0,1,0.0009624639076034649,0,0.0,2,0.0019249278152069298,1,0.07692307692307693,6,0.006243496357960458,0,0.0,0,0.0,70,0.13011152416356878,0.1,0.4,0.33333334,0.33333334,0
423,20,591,18,536,12,314,0,0.0,2,0.00338409475465313,0,0.0,0,0.0,0,0.0,13,0.024253731343283583,1,0.058823529411764705,7,0.01364522417153996,12,0.03821656050955414,0.35,0.26666668,0.33333334,0.0,0
424,9,136,8,121,8,78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.01652892561983471,0,0.0,1,0.00847457627118644,4,0.05128205128205128,-0.1878787878787879,0.46666667,0.33333334,0.33333334,0
425,19,208,16,183,11,125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00546448087431694,0,0.0,0,0.0,8,0.064,0.0,0.2,0.0,0.0,0
426,12,335,12,302,9,195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0033112582781456954,0,0.0,1,0.003355704697986577,29,0.14871794871794872,0.25,0.06666667,0.0,0.0,0
427,16,69,13,62,13,43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.09302325581395349,0.3333333333333333,0.4,0.33333334,0.33333334,0
428,16,175,15,165,11,90,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006060606060606061,0,0.0,0,0.0,0,0.0,0.0,0.33333334,0.33333334,0.0,0
429,9,1542,9,1425,8,885,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,35,0.02456140350877193,0,0.0,0,0.0,39,0.04406779661016949,-0.09285714285714287,0.2,0.0,0.0,0
430,10,1156,10,1042,8,593,0,0.0,0,0.0,0,0.0,1,0.0008650519031141869,0,0.0,7,0.0067178502879078695,0,0.0,0,0.0,22,0.03709949409780776,0.0,0.26666668,0.33333334,0.33333334,0
431,9,812,9,716,7,417,0,0.0,0,0.0,0,0.0,2,0.0024630541871921183,0,0.0,37,0.051675977653631286,0,0.0,12,0.01721664275466284,17,0.0407673860911271,0.0,0.33333334,0.33333334,0.0,0
432,15,215,13,194,10,124,0,0.0,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,7,0.03608247422680412,0,0.0,4,0.0213903743315508,16,0.12903225806451613,-0.16666666666666666,0.13333334,0.0,0.0,0
433,11,1630,11,1461,9,893,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.013004791238877482,0,0.0,0,0.0,43,0.048152295632698766,0.0,0.06666667,0.0,0.0,0
434,9,343,9,305,9,192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.01639344262295082,0,0.0,1,0.0034965034965034965,2,0.010416666666666666,0.13636363636363635,0.8666667,1.0,1.0,1
435,15,281,14,244,11,161,0,0.0,0,0.0,1,0.06666666666666667,4,0.014234875444839857,0,0.0,1,0.004098360655737705,0,0.0,0,0.0,21,0.13043478260869565,0.0,0.46666667,0.33333334,0.33333334,0
436,3,971,3,888,3,531,0,0.0,0,0.0,0,0.0,3,0.003089598352214212,0,0.0,16,0.018018018018018018,0,0.0,1,0.0011273957158962795,5,0.009416195856873822,0.0,0.0,0.0,0.0,0
437,11,81,11,69,10,49,0,0.0,1,0.012345679012345678,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02040816326530612,0.0,0.4,0.33333334,0.0,0
438,23,472,22,441,13,264,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0045351473922902496,0,0.0,1,0.002288329519450801,19,0.07196969696969698,-0.2,0.26666668,0.0,0.0,0
439,17,687,15,632,12,368,0,0.0,0,0.0,0,0.0,1,0.001455604075691412,0,0.0,21,0.03322784810126582,0,0.0,0,0.0,19,0.051630434782608696,0.6,0.26666668,0.33333334,0.33333334,0
440,12,31,12,25,11,20,0,0.0,0,0.0,0,0.0,2,0.06451612903225806,0,0.0,2,0.08,0,0.0,0,0.0,2,0.1,0.25,0.46666667,0.6666667,0.6666667,1
441,11,1025,10,873,6,605,0,0.0,1,0.000975609756097561,0,0.0,0,0.0,0,0.0,4,0.004581901489117984,0,0.0,0,0.0,31,0.0512396694214876,0.0,0.46666667,0.33333334,0.33333334,0
442,22,663,20,587,15,352,0,0.0,0,0.0,0,0.0,3,0.004524886877828055,1,0.05,13,0.022146507666098807,1,0.05263157894736842,6,0.010434782608695653,16,0.045454545454545456,0.12,0.8666667,1.0,1.0,1
443,10,605,10,550,10,344,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.01090909090909091,0,0.0,2,0.0036900369003690036,36,0.10465116279069768,0.13636363636363635,0.26666668,0.0,0.0,0
444,13,214,12,180,11,122,0,0.0,1,0.004672897196261682,0,0.0,2,0.009345794392523364,0,0.0,2,0.011111111111111112,0,0.0,2,0.011764705882352941,11,0.09016393442622951,2.7755575615628914e-17,0.53333336,0.6666667,1.0,1
445,20,711,18,638,14,372,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05555555555555555,8,0.012539184952978056,0,0.0,7,0.011128775834658187,9,0.024193548387096774,0.25,0.2,0.0,0.0,0
446,10,540,9,504,8,281,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.017857142857142856,0,0.0,0,0.0,15,0.05338078291814947,0.0,0.06666667,0.0,0.0,0
447,25,467,22,430,16,286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.013953488372093023,0,0.0,0,0.0,27,0.0944055944055944,-0.021428571428571422,0.46666667,0.33333334,0.33333334,0
448,13,643,13,562,10,362,0,0.0,0,0.0,0,0.0,2,0.003110419906687403,1,0.07692307692307693,36,0.06405693950177936,0,0.0,7,0.01282051282051282,28,0.07734806629834254,0.06818181818181818,0.6666667,0.6666667,0.6666667,1
449,10,347,10,317,7,198,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,7,0.022082018927444796,0,0.0,0,0.0,13,0.06565656565656566,-0.1,0.2,0.0,0.0,0
450,12,785,12,729,9,457,0,0.0,0,0.0,0,0.0,1,0.0012738853503184713,0,0.0,4,0.0054869684499314125,0,0.0,0,0.0,36,0.0787746170678337,0.0,0.2,0.0,0.0,0
451,11,112,11,99,7,56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.010101010101010102,0,0.0,1,0.01020408163265306,3,0.05357142857142857,-0.42,0.93333334,1.0,1.0,1
452,38,1260,32,1124,26,696,1,0.02631578947368421,0,0.0,0,0.0,2,0.0015873015873015873,3,0.09375,10,0.008896797153024912,0,0.0,0,0.0,6,0.008620689655172414,0.36818181818181817,0.8666667,1.0,1.0,1
453,13,81,13,73,10,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0136986301369863,0,0.0,0,0.0,4,0.08333333333333333,0.8,0.53333336,0.6666667,0.6666667,1
454,11,1483,11,1338,9,804,0,0.0,0,0.0,0,0.0,3,0.0020229265003371545,0,0.0,23,0.0171898355754858,0,0.0,0,0.0,1,0.0012437810945273632,0.13636363636363635,0.2,0.0,0.0,0
455,9,254,9,227,8,154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01762114537444934,0,0.0,0,0.0,14,0.09090909090909091,0.0,0.0,0.0,0.0,0
456,11,220,11,191,8,114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.02617801047120419,0,0.0,0,0.0,15,0.13157894736842105,0.0,0.13333334,0.0,0.0,0
457,10,110,10,96,10,70,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.13541666666666666,0,0.0,0,0.0,4,0.05714285714285714,0.0,0.13333334,0.0,0.0,0
458,12,104,12,87,10,61,0,0.0,1,0.009615384615384616,0,0.0,2,0.019230769230769232,0,0.0,3,0.034482758620689655,0,0.0,0,0.0,7,0.11475409836065574,-0.2777777777777778,0.13333334,0.0,0.0,0
459,31,635,28,567,18,309,1,0.03225806451612903,0,0.0,0,0.0,0,0.0,2,0.07142857142857142,16,0.02821869488536155,1,0.037037037037037035,16,0.02962962962962963,38,0.12297734627831715,0.44999999999999996,0.46666667,0.33333334,0.33333334,0
460,11,827,11,715,10,458,0,0.0,0,0.0,0,0.0,1,0.0012091898428053204,0,0.0,6,0.008391608391608392,0,0.0,1,0.0014084507042253522,50,0.1091703056768559,0.0,0.13333334,0.0,0.0,0
461,18,218,16,186,16,129,0,0.0,0,0.0,0,0.0,1,0.0045871559633027525,0,0.0,1,0.005376344086021506,0,0.0,0,0.0,10,0.07751937984496124,0.0,0.6666667,0.6666667,1.0,1
462,319,534,303,470,218,301,1,0.003134796238244514,1,0.0018726591760299626,0,0.0,0,0.0,9,0.0297029702970297,8,0.01702127659574468,0,0.0,1,0.0021413276231263384,35,0.11627906976744186,0.14682400932400932,0.13333334,0.0,0.0,0
463,15,1420,13,1271,12,788,0,0.0,0,0.0,0,0.0,1,0.0007042253521126761,0,0.0,7,0.0055074744295830055,0,0.0,0,0.0,66,0.08375634517766498,-0.2,0.2,0.0,0.0,0
464,12,202,12,172,10,113,0,0.0,1,0.0049504950495049506,0,0.0,2,0.009900990099009901,0,0.0,1,0.005813953488372093,0,0.0,0,0.0,7,0.061946902654867256,0.0,0.13333334,0.0,0.0,0
465,11,407,9,349,8,194,0,0.0,1,0.002457002457002457,1,0.09090909090909091,4,0.009828009828009828,0,0.0,2,0.0057306590257879654,0,0.0,1,0.002898550724637681,12,0.061855670103092786,0.0,0.6,0.6666667,1.0,1
466,6,350,5,319,4,206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0031746031746031746,10,0.04854368932038835,-0.3,0.33333334,0.33333334,0.0,0
467,7,252,7,212,6,156,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,7,0.0330188679245283,0,0.0,0,0.0,13,0.08333333333333333,-0.4,0.13333334,0.0,0.0,0
